"Name","AnimationSet","ToolBone","ToolBoneSecondary","CarryBone","BaseModel","BaseLayer","LayerVisible","ColorizableClothingMaterials","SkinColorize","SkinEmission","HairColorize","HairEmission","ClothingColorize","ClothingEmission","SkinColoredMaterials","HairColoredMaterials","FaceCamera","BustCamera","BodyCamera","WorkCamera","FaceBusyAnimation","FaceIdleAnimation","FaceBlockedAnimation","FaceHungryAnimation","FacePermBlockedAnimation","FaceIntroAnimation"
,,,,,,"fish_costume_00_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"fish_costume_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"fish_costume_00_hat_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"fish_costume_00_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_07_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_06_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_05_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_04_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_03_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_01_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_00_sleeves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_06_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_05_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_04_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_03_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_02_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_00_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_07_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_06_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_05_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_04_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_03_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_02_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_01_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_00_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_07_shirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_06_shirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_05_shirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_04_shirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_03_shirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_02_shirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_01_shirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_00_shirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_06_hood_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_07_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_06_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_05_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_04_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_03_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_02_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_01_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_07_bracelets_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_05_bracelets_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_04_gloves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_03_bracelets_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_02_bracelets_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_00_bracelets_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_hair_04_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_hair_03_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_hair_03_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_hair_02_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_hair_01_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_hair_01_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_hair_00_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_hair_00_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_hair_04_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_hair_04_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_hair_03_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_hair_03_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_hair_02_bottom_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_hair_01_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_hair_01_bottom_geo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_hair_00_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_hair_00_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_04_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_04_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_03_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_03_bottom_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_02_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_02_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_01_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_01_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_00_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race1_hair_00_bottom_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_07_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_06_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_05_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_04_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_03_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_02_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"outfit_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_torso_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_pants_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_hat_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_gloves_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"claymaster_costume_00_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"tempworker_costume_00_upper_body_geo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"tempworker_costume_00_tools_geo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"tempworker_costume_00_legs_geo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"tempworker_costume_00_helmet_geo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"tempworker_costume_00_gloves_geo","true",,,,,,,,,,,,,,,,,,,
,,,,,,"tempworker_costume_00_dress_geo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"tempworker_costume_00_belt_geo:PIV","true",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_sleeves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_skirt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_scarf_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_pants_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_bird_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_bird_eyes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"scarecrow_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_socks_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_sleeves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_shorts_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_scarf_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_horses_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_bow_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"festival_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_hair_04_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race3_hair_02_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"race2_hair_02_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_top_patch_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_top_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_sock_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_skirt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_shorts_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_shoes_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_scarf_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_fishingrod_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_cap_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_belt_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"camper_costume_00_backpack_geo","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_sleeves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_sleepingbag_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_pants_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_gloves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_bracelet_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_boots_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_belt_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"adventurer_costume_00_backpack_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_top_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_sleeves_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_shoes_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_poncho_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_pants_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_hat_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_glove_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_bracelet_geo:PIV","false",,,,,,,,,,,,,,,,,,,
,,,,,,"gardener_costume_00_bag_geo:PIV","false",,,,,,,,,,,,,,,,,,,
