"TID","EN"
"TID_WARDROBE_ASSIGNED_MINI","<AMOUNT>/<TOTAL>"
"TID_WARDROBE_CHANGE_COLOR","Change color"
"TID_WARDROBE_SHOP_BUTTON","Get more from shop!"
,
"TID_BANNER_EDITOR_SAVE","Save"
"TID_BANNER_EDITOR_RESET","Reset"
"TID_BANNER_EDITOR_TITLE","Customize your badge"
"TID_BANNER_EDITOR_SAVED","Saved as your badge"
"TID_BANNER_EDITOR_FOREGROUND","Icon"
"TID_BANNER_EDITOR_MIDDLE","Background pattern"
"TID_BANNER_EDITOR_BACKGROUND","Background color"
,
"TID_NPC_LIBRARIAN","Francis the Librarian"
"TID_NPC_MERCHANT","Merchant"
"TID_NPC_BUILDER","Bigs the Builder"
"TID_NPC_BAKER","Madeleine the Baker"
"TID_NPC_GUILD_MASTER","Tasha the Guild Master"
"TID_NPC_HARBOR_MASTER","Jill the Harbormaster"
"TID_NPC_TAILOR","Pat the Tailor"
"TID_NPC_SHEPHERD","Julie the Shepherd"
"TID_NPC_CAROLINA","Carolina"
,
"TID_NPC_VILLAGE_TRADER","Otto the Trader"
"TID_NPC_VALLEY_FISHER","Clarence the Fisherman"
"TID_NPC_VALLEY_BUILDER","Bigs the Builder"
"TID_NPC_VALLEY_TAILOR","Pat the Tailor"
"TID_NPC_VALLEY_HARBOUR_MASTER","Jill the Harbormaster"
"TID_NPC_VALLEY_TOY_MAKER","Toy Maker"
"TID_NPC_VALLEY_FARMERS","Fiona and Finn, the Farmers"
"TID_NPC_VALLEY_TRADER","Trader"
"TID_NPC_VALLEY_POTION_MAKER","Damon the Potion Maker"
"TID_NPC_VALLEY_SHEPHERD","Julie the Shepherd"
"TID_NPC_VALLEY_GUILD_MASTER","Tasha the Guild Master"
"TID_NPC_VALLEY_BAKER","Madeleine the Baker"
"TID_NPC_VALLEY_LIBRARIAN","Francis the Librarian"
"TID_NPC_VALLEY_PRESERVIST","Dylan the Preservist"
"TID_NPC_VALLEY_DYE_MAKER","Sam the Dye Maker"
"TID_NPC_VILLAGER_FEMALE","Carolina"
,
"TID_HARBOR_TASK","Trade Goods to Foreign Lands"
"TID_BOAT_MIXED_COMBO","Special order from Babylon"
"TID_CHALLENGE_TASK","Contribute Goods to Task"
,
"TID_DECO_SPIRIT_STATUE_1","Spirit Statue"
"TID_DECO_SPIRIT_STATUE_1_INFO","A traditional tributary statue crafted for local spirits. "
"TID_DECO_SPIRIT_STATUE_2","Wood Spirit Statue"
"TID_DECO_SPIRIT_STATUE_2_INFO","An odd yet charming statue depicting a wood spirit."
"TID_DECO_BIRD_BATH","Bird Bath"
"TID_DECO_BIRD_BATH_INFO","Birds love it. "
"TID_DECO_WINDMILL","Garden Windmill"
"TID_DECO_WINDMILL_INFO","A breezy addition to your village. "
"TID_DECO_GARDEN_SWING","Garden Swing"
"TID_DECO_GARDEN_SWING_INFO","Get into the swing of things."
"TID_DECO_GARDEN_TORCH","Garden Torch"
"TID_DECO_GARDEN_TORCH_INFO","Big, warm and bright. "
"TID_DECO_GARDEN_TILE_1","Road Tile"
"TID_DECO_GARDEN_TILE_1_INFO","String them together to form roads or squares in your village."
"TID_DECO_GARDEN_TILE_2","Road Tile"
"TID_DECO_GARDEN_TILE_2_INFO","String them together to form roads or squares in your village."
"TID_DECO_GARDEN_TILE_3","Road Tile"
"TID_DECO_GARDEN_TILE_3_INFO","String them together to form roads or squares in your village."
"TID_DECO_GARDEN_LANTERN","Garden Lantern"
"TID_DECO_GARDEN_LANTERN_INFO","Emanates a gentle light."
"TID_DECO_FLOWER_POT_1","Pot Plant Set"
"TID_DECO_FLOWER_POT_1_INFO","A set of charming potted plants."
"TID_DECO_FLOWER_POT_2","Flower Pot"
"TID_DECO_FLOWER_POT_2_INFO","Pretty flowers to decorate your village."
"TID_DECO_FLOWER_POT_3","Teapot Plant"
"TID_DECO_FLOWER_POT_3_INFO","A pretty plant and a lovely teapot."
"TID_DECO_FLOWER_POT_4","Potted Plant"
"TID_DECO_FLOWER_POT_4_INFO","A nice potted plant to decorate your village."
,
"TID_REPUTATION_ROAD_GUILD_LEVEL","Max Skill Level <GUILD_LEVEL>"
"TID_REPUTATION_ROAD_PRODUCTION_SLOTS_1","Valley Production Areas"
"TID_REPUTATION_ROAD_PRODUCTION_SLOTS","Production Area Slots +1"
"TID_REPUTATION_ROAD_CRAFTING_SLOTS_1","Access Valley Crafting"
"TID_REPUTATION_ROAD_CRAFTING_SLOTS","Crafting Products +1"
"TID_REPUTATION_ROAD_BOAT_ENERGY","Shipping Tokens +1"
"TID_REPUTATION_ROAD_CONSTRUCTION_ENERGY","Construction Tokens +1"
"TID_REPUTATION_ROAD_DAILY_INCOME","Reward Chest"
,
"TID_REPUTATION_ROAD_INFO_GUILD_LEVEL","Lets you train your Villagers with higher level Skills."
"TID_REPUTATION_ROAD_INFO_PRODUCTION_SLOTS_1","Lets you access production areas in Valley."
"TID_REPUTATION_ROAD_INFO_PRODUCTION_SLOTS","Lets you assign an additional Villager to Valley production areas."
"TID_REPUTATION_ROAD_INFO_CRAFTING_SLOTS_1","Lets you access crafting buildings in the Valley."
"TID_REPUTATION_ROAD_INFO_CRAFTING_SLOTS","Lets you queue an additional Product in Valley crafting buildings."
"TID_REPUTATION_ROAD_INFO_BOAT_ENERGY","Lets you complete more Shipping tasks."
"TID_REPUTATION_ROAD_INFO_CONSTRUCTION_ENERGY","Lets you complete more Construction tasks."
"TID_REPUTATION_ROAD_INFO_DAILY_INCOME","Receive reward chest!"
,
"TID_PLAYER_TAG","Player tag: <tag>"
"TID_PLAYED_ID","Player ID: <HOMEIDHI>-<HOMEIDLO>"
"TID_BUILD_VERSION","Build: <MAJOR>.<BUILD>.<CONTENTVERSION>"
"TID_LEVEL_UP_BANNER","Level Up"
,
"TID_NOTIFICATION_CHAT","<name>: <message>"
,
"TID_EVENT_WORKER_IDLE","<worker> could start a new task."
"TID_EVENT_WORKERS_IDLE","<worker> could start new tasks."
"TID_EVENT_WORKER_BLOCKED","<worker>’s job at <name> has stopped! Why? <blockedreason>"
"TID_NOTIFICATION_OPT_IN","<notification>"
,
"TID_ENUM_SEPARATOR_WITH_SPACES",", "
"TID_ENUM_SEPARATOR_LAST_WITH_SPACES"," and "
,
"TID_INTRO_STEP_1","We were looking for the magical valley..."
"TID_INTRO_STEP_2","...when the spirit appeared and showed the way."
"TID_INTRO_STEP_3","We landed on the shore..."
"TID_INTRO_STEP_4","...and split up to find places to settle."
"TID_INTRO_STEP_5","Carolina found the perfect spot..."
,
"TID_TUTORIAL_WELCOMEA1","Welcome to the land of <cffB93B8F>Everdale</c>, Explorer! I am <cffB93B8F>Francis the Valley Librarian</c>. "
"TID_TUTORIAL_WELCOMEA2","Wow. A real librarian! I thought your monocle would be bigger. Tell me more about this <cffB93B8F>Valley</c>! "
"TID_TUTORIAL_WELCOMEA","The Valley is a bustling city hub, where you can <cffB93B8F>build</c> and <cffB93B8F>trade</c> with <cffB93B8F>other Explorers</c>!"
"TID_TUTORIAL_WELCOMEB","<cffB93B8F>Build</c> your humble settlement into a <cffB93B8F>thriving village</c> and join us there soon!"
"TID_TUTORIAL_WELCOMEC","I'm on it, you strange, old literary man! \nLet's <cffB93B8F>build a village</c>! "
,
"TID_TUTORIAL_HOMECLAIMEDDIALOGUEA","Does anyone here know how to build a village? Did we pack the instructions?"
"TID_TUTORIAL_HOMECLAIMEDDIALOGUEB","Start by building a place where you can research village essentials – a <cffB93B8F>Study</c>! "
,
"TID_TUTORIAL_LIBRARYCLAIMEDDIALOGUE","This is a massive step for your village! I am so proud of you. It is making me emotional in a way that only affects librarians.  "
"TID_TUTORIAL_LIBRARYCLAIMEDDIALOGUEB","Start <cffB93B8F>building and upgrading</c>. You are on your way! Goodness gracious me – my emotions! "
,
"TID_TUTORIAL_RESEARCHWOODSTORAGEUPGRADE1","Oh, that's how you pile logs – now this... is an exciting development! Let's <cffB93B8F>upgrade</c> the <cffB93B8F>Wood Storage</c>!"
"TID_TUTORIAL_RESEARCHVILLAGEKITCHENUPGRADE1","We can use the <cffB93B8F>Warehouse</c> to <cffB93B8F>store crafted items</c>, as well as other assorted stuff!"
"TID_TUTORIAL_RESEARCHVILLAGEKITCHENUPGRADE1A","This <cffB93B8F>Pumpkin soup</c> is way better than the thistle gruel we ate back home! Mmm. Gourds."
,
"TID_TUTORIAL_VILLAGELEVELUP2A","Now we can <cffB93B8F>upgrade</c> our <cffB93B8F>Study</c> and access more advanced buildings and items. "
,
"TID_TUTORIAL_LIBRARYLEVEL2CLAIMEDDIALOGUE","Soon you will be able to build another home and welcome a new villager – making you even more productive! We all need a friend to stir the soup!"
,
"TID_TUTORIAL_TRADERINTROA","Uh oh… we need to build another house but we're out of <cffB93B8F>coins</c>!"
"TID_TUTORIAL_TRADERINTROB","Coins you say? Let me introduce myself!"
"TID_TUTORIAL_TRADERINTROC","Whoa! Where'd you come from? Have you been here this whole time?"
"TID_TUTORIAL_TRADERINTROD","Don't be silly! The name's <cffB93B8F>Otto the Trader</c>. I trade with all the villages in the Valley!"
"TID_TUTORIAL_TRADERINTROE","Drop by whenever you'd like to <cffB93B8F>trade goods for coins</c>. I'm always searching for the latest greatest products!"
,
"TID_TUTORIAL_HOME3CLAIMEDDIALOGUEA","O, the momentum! You have but a short way to go before joining the Valley. We need a trailblazer like you!"
,
,
"TID_TUTORIAL_PLACECLAYSTORAGEPRE","We ought to start <cffB93B8F>digging clay</c>. Let's <cffB93B8F>build</c> a <cffB93B8F>Clay Storage</c> so we have a place to keep it. Clay: it's valuable mud! "
,
"TID_TUTORIAL_FIXFOUNTAINA","I heard <cffB93B8F>Nectar</c> tastes like chocolate and <cffB93B8F>makes you work fast</c>! Let's fix up the old <cffB93B8F>Nectar Fountain</c> and find out for sure."
"TID_TUTORIAL_VILLAGETRADERCLAY","Ooh, Clay! Let me know when you’ve got some!"
"TID_TUTORIAL_KNOWLEDGEPOINTSPREA","I have something very special for you. These are <cffB93B8F>Scrolls</c>. Use them to <cffB93B8F>research new projects for your village</c> in the <cffB93B8F>Study</c>."
"TID_TUTORIAL_KNOWLEDGEPOINTSPREB","Hmm... what should we use them on first? Thanks, Otto!"
"TID_TUTORIAL_KNOWLEDGEPOINTSPREC","I'll always provide <cffB93B8F>scrolls</c> when you <cffB93B8F>complete</c> all my <cffB93B8F>trading tasks</c>!"
"TID_TUTORIAL_VILLAGETRADEREGGS","Now... look at those adorable chickens! I can pay a good price for some <cffB93B8F>eggs</c>!"
,
"TID_TUTORIAL_VILLAGELEVELUP3A","More amazing progress! We should <cffB93B8F>upgrade</c> the <cffB93B8F>Study</c> again to learn even more."
,
"TID_TUTORIAL_LIBRARYLEVEL3CLAIMEDDIALOGUE","You are FLYING, Explorer! Soon you will soar past Study Level 4 and glide, like an excitable Birdog into the Valley. Metaphorically speaking. "
,
"TID_TUTORIAL_VILLAGELEVELUP4A","This is what I call a village!"
"TID_TUTORIAL_VILLAGELEVELUP4B","Just one more Study upgrade to go."
"TID_TUTORIAL_VILLAGELEVELUP4C","It's happening! Breath, Carolina, breath."
,
"TID_TUTORIAL_CLAYPITRESEARCHED","Now we can restore the <cffB93B8F>Clay Pit</c>! Clay. So squishy. So satisfying. "
"TID_TUTORIAL_CLAYPITBUILT","The Clay Pit <cffB93B8F>produces infinite clay</c>, so we can always take as much as we need."
"TID_TUTORIAL_EVERGROVERESEARCHED","We've learned how to chop infinite wood at the <cffB93B8F>Evergrove</c>! That's the weird looking tree in the forest. "
"TID_TUTORIAL_EVERGROVEBUILT","Like the Clay Pit, the Evergrove <cffB93B8F>never runs out of wood</c>. We can hack at it all day and it'll magically grow back! Makes me feel so... chipper!"
"TID_TUTORIAL_WAREHOUSERESEARCHED","We can use the <cffB93B8F>Warehouse</c> to <cffB93B8F>store crafted items</c>, as well as other assorted stuff!"
"TID_TUTORIAL_FIGURINEWORKSHOPRESEARCHED","<cffB93B8F>Wooden figurines</c>. Valuable in a trade!"
"TID_TUTORIAL_VILLAGETRADERFIGURINESA","<cffB93B8F>Spirit figurines</c>! I should get one for my personal collection. Or ten."
"TID_TUTORIAL_VILLAGETRADERFIGURINESB","We'll get right to it! Figurines fetch a good price but they take time to carve."
,
"TID_TUTORIAL_VILLAGETRADERBATCH5","When you reach the valley, could you fetch me some socks and wool?"
,
"TID_TUTORIAL_LIBRARYLEVEL4CLAIMEDDIALOGUE","Here we go! Simply <cffB93B8F>research</c> the <cffB93B8F>Valley</c> and you are in!"
,
"TID_TUTORIAL_ENTERNAMEPRE","You are ready! What shall we call you, Explorer?"
,
"TID_TUTORIAL_ENTERNAMESUCCESS","Congratulations and salutations, <NAME>! Tap the Valley Button to see what all the fuss is about! "
,
"TID_TUTORIAL_JOINEDNATIONA","By Platurtle's shell, you have made it."
"TID_TUTORIAL_JOINEDNATIONB","<cffB93B8F>Welcome to the Valley!</c>"
"TID_TUTORIAL_JOINEDNATIONC","Everyone cannot wait to meet you. Explore! Have a look around! "
"TID_TUTORIAL_JOINEDNATIOND","For now I will take my leave, but you can always find me at the <cffB93B8F>Great Library</c>. Ta!"
,
"TID_TUTORIAL_INTROSHEEPPASTUREA","Oh -- hi there. This is the <cffB93B8F>Sheep Pasture</c>. Visit to tend the sheep and bring <cffB93B8F>wool</c> back to your Village. I'm not much of a talker, so. Ha. Bye now."
,
"TID_TUTORIAL_INTRONATIONTAILORA","I am <cffB93B8F>Pat the Tailor</c>. I can craft you the most beautiful <cffB93B8F>garments</c>. But I only work with the finest materials. Don't give me trash!"
"TID_TUTORIAL_INTRONATIONTAILORB","To get started, bring me some wool from the Sheep Pasture. That's good stuff…"
,
"TID_TUTORIAL_INTRONATIONHARBOURA","Ahoy hoy! I'm the <cffB93B8F>Harbormaster</c> and this here's the <cffB93B8F>Harbor</c>! Ha-ha, obviously... <cffB93B8F>ships</c> come and go here all the time, that means lots of <cffB93B8F>trade</c>."
"TID_TUTORIAL_INTRONATIONHARBOURB","Visit whenever you need some coins or Valley Research. Alright, back to work. Better a harbor master than a maritime disaster."
,
"TID_TUTORIAL_INTRONATIONLIBRARYA","Behold, the Great Library, where we study <cffB93B8F>Research Projects</c> for the whole Valley! All villages in the Valley advance this research by <cffB93B8F>completing Science Ship Tasks</c>."
,
"TID_TUTORIAL_INTROWHEATFIELDA","Hi there, neighbor! We're the completing <cffB93B8F>farmers</c> 'round these parts! You can take home all the <cffB93B8F>wheat</c> you reap."
,
"TID_TUTORIAL_INTRONATIONBAKERYA","Hey Sugar! Craving some <cffB93B8F>baked goods</c>? I am <cffB93B8F>Maddie the Baker</c> and you've come to the right place. As I like to say: If you know how to bake, you know how to make someone happy."
,
"TID_TUTORIAL_INTRONATIONPOTIONMAKERA","Buuuh! Hey bud I didn't see you there! The name's Damon – I'm the <cffB93B8F>Potionmaker</c>! Let me whip you up a <cffB93B8F>Potion</c>! Working will be a breeze while it lasts. Just bring me the <cffB93B8F>Recipe</c> and the <cffB93B8F>Ingredients</c>."
,
"TID_TUTORIAL_INTRONATIONBOATSITE1A","In Dock I: you will find <cffB93B8F>Boats</c> who exchange coins for goods produced by your Valley."
"TID_TUTORIAL_INTRONATIONBOATSITE2A","In Dock II: you will find Boats containing <cffB93B8F>Science Tasks</c>. Use Science Tasks to <cffB93B8F>advance research</c> in the <cffB93B8F>Great Library</c>!"
,
"TID_TUTORIAL_INTROREPUTATION","This is your <cffB93B8F>Reputation Road</c>. Earn <cffB93B8F>Reputation Points</c> by trading for <cffB93B8F>Valley Research</c> at the Harbor and contributing to construction projects. You could be the hero of your Valley!"
,
"TID_RESOURCE_CATEGORY_NO_CATEGORY","No Category"
"TID_RESOURCE_CATEGORY_SOUP","Soup"
"TID_RESOURCE_CATEGORY_RAW_FOOD_INGREDIENT","Food Ingredients"
"TID_RESOURCE_CATEGORY_VILLAGE_FOOD_ITEM","Village Food Items"
"TID_RESOURCE_CATEGORY_VALLEY_FOOD_ITEM","Valley Food Items"
"TID_RESOURCE_CATEGORY_POTION_INGREDIENT","Potion Ingredients"
"TID_RESOURCE_CATEGORY_RAW_MATERIAL","Raw Materials"
"TID_RESOURCE_CATEGORY_VILLAGE_CRAFTED_ITEM","Village Crafted Items"
"TID_RESOURCE_CATEGORY_VALLEY_CRAFTED_ITEM","Valley Crafted Items"
,
"TID_GREETING_SHEEP_PASTURE","Julie's the name. I'm the Shepherd 'round here. Need some wool? "
"TID_GREETING_WHEAT_FIELD","We're Finn and Fiona, a couple humble farmers. Harvest what you need!"
"TID_GREETING_FISHING_SPOT","Welcome to the fishing spot! Join me anytime. I'm Clarence, by the way. "
"TID_GREETING_COTTON_FIELD","Hello! We do cotton too. We're pretty busy farmers."
"TID_GREETING_INDIGO_FIELD","And this is our Indigo Farm. We have diversified assets."
"TID_GREETING_SUGAR_FIELD","Why hey, it's us again! We're also in the sugar game."
"TID_GREETING_SALT_FIELD","Fancy seeing you here! Would you believe we make salt too?"
,
"TID_BUILDING_LEVEL","Building level"
"TID_CHANGE_COLOR_BUTTON","Roof Color"
"TID_WAITING_FOR_PENDING_TRANSACTION","Waiting for pending transaction"
,
"TID_INFO_TITLE_DECORATION","Info"
"TID_INFO_TITLE_HOME","Info"
"TID_INFO_TITLE_LIBRARY","Info"
"TID_INFO_TITLE_STORAGE","Info"
"TID_INFO_TITLE_TRADING_POST","Info"
"TID_INFO_TITLE_VILLAGE_PRODUCTION","Info"
"TID_INFO_TITLE_VILLAGE_RESOURCE_SITE","Info"
"TID_INFO_TITLE_VILLAGE_KITCHEN","Info"
"TID_INFO_TITLE_VILLAGE_TRADER","Info"
"TID_INFO_TITLE_VILLAGE_TRADER_CART","Info"
"TID_INFO_TITLE_VALLEY_LIBRARY","Info"
"TID_INFO_TITLE_ACADEMY","Info"
"TID_INFO_TITLE_HARBOUR","Info"
"TID_INFO_TITLE_MONUMENT","Info"
"TID_INFO_TITLE_VALLEY_CRAFTING","Info"
"TID_INFO_TITLE_VALLEY_PRODUCTION","Info"
,
"TID_DECAY_INFO1","<AMOUNT> in <TIME>"
"TID_DECAY_INFO2","Once you exceed a reputation of <THRESHOLD>, you will lose <PERCENTAGE>% each day!"
,
"TID_BOAT_INFO_TITLE","Info"
"TID_DECO_LANTERN","Lantern"
"TID_DECO_LANTERN_INFO","A classic garden accent."
"TID_DECO_HEDGE","Square Hedge"
"TID_DECO_HEDGE_INFO","Good for making designs."
"TID_DECO_HIGH_SQUARE_HEDGE","Tall Square Hedge"
"TID_DECO_HIGH_SQUARE_HEDGE_INFO","Good for making designs."
"TID_DECO_SQUARE_HEDGETREE","Square Hedge Tree"
"TID_DECO_SQUARE_HEDGETREE_INFO","Good for making designs."
"TID_DECO_SAKURA_HEDGE","Sakura Bush"
"TID_DECO_SAKURA_HEDGE_INFO","An attention-getter in any setting."
"TID_DECO_PYRAMID_HEDGE","Pyramid Hedge"
"TID_DECO_PYRAMID_HEDGE_INFO","Good for making designs."
"TID_DECO_FENCE_PIECE","Wooden Fence Bit"
"TID_DECO_FENCE_PIECE_INFO","Simple but practical."
"TID_DECO_WHEELBARROW","Wheelbarrow"
"TID_DECO_WHEELBARROW_INFO","A rustic accent for any garden."
"TID_DECO_PUMPKIN_INFO","Celebrate the harvest!"
"TID_DECO_PUMPKIN","Pumpkin"
"TID_DECO_BAMBOO_INFO","Celebrated both for its beauty and its utility."
"TID_DECO_BAMBOO","Bamboo"
,
"TID_ADVICE_TAB_TITLE","Recommended things to do"
"TID_ADVICE_ITEM_SHOW_ME","Show"
,
"TID_ADVICE_TITLE_ALL_GOOD","Everything looks good!"
"TID_ADVICE_TEXT_ALL_GOOD","Want to take a break? No worries! Villagers will continue working on their tasks while you’re away."
,
"TID_ADVICE_TITLE_PLACE_BUILDING","A new building is available"
"TID_ADVICE_TEXT_PLACE_BUILDING","Drag the <BUILDING> icon to an open spot and drop to place."
,
"TID_ADVICE_TITLE_ASSIGN_CONSTRUCTION_WORKER","Construction requires a Villager"
"TID_ADVICE_TEXT_ASSIGN_CONSTRUCTION_WORKER","Select the <BUILDING> that's under construction and tap the Assign Villager button."
,
"TID_ADVICE_TITLE_GET_CONSTRUCTION_RESOURCE","More <RESOURCE> required for construction"
"TID_ADVICE_TEXT_GET_CONSTRUCTION_RESOURCE","Assign a Villager to get more <RESOURCE> to continue <BUILDING> construction."
,
"TID_ADVICE_TITLE_BUILDING_TO_CLAIM","A new building is ready"
"TID_ADVICE_TEXT_BUILDING_TO_CLAIM","Tap the wrapped <BUILDING> to claim it."
,
"TID_ADVICE_TITLE_RESEARCH_TECH","Ready to start Research"
"TID_ADVICE_TEXT_RESEARCH_TECH","Enter the Study and find <TECH> on the Research tree."
,
"TID_ADVICE_TITLE_UPGRADE_BUILDING","An upgrade is available"
"TID_ADVICE_TEXT_UPGRADE_BUILDING","Select <BUILDING> and tap Upgrade to open the Upgrade page."
,
"TID_ADVICE_TITLE_START_CONSTRUCTION","Ready to start Construction"
"TID_ADVICE_TEXT_START_CONSTRUCTION","Select <BUILDING> and tap Construct to open the Construction Page."
,
"TID_ADVICE_TITLE_CLAIM_TECH","Research finished"
"TID_ADVICE_TEXT_CLAIM_TECH","Tap the notification icon on top of the Study to claim <TECH>."
,
"TID_ADVICE_TITLE_ASSIGN_UPGRADE_WORKER","Upgrade requires a Villager"
"TID_ADVICE_TEXT_ASSIGN_UPGRADE_WORKER","Select the <BUILDING> you're upgrading and tap Assign Villager."
,
"TID_ADVICE_TITLE_GET_UPGRADE_RESOURCE","More <RESOURCE> required to upgrade"
"TID_ADVICE_TEXT_GET_UPGRADE_RESOURCE","Assign a Villager to get more <RESOURCE> and continue the <BUILDING> upgrade."
,
"TID_ADVICE_TITLE_TAKE_TASK","Tasks available in Otto's Booth"
"TID_ADVICE_TEXT_TAKE_TASK","Select Otto's Booth. Tap the Task List button to view tasks."
,
"TID_ADVICE_TITLE_GET_TASK_RESOURCE","A task requires more <RESOURCE>"
"TID_ADVICE_TEXT_GET_TASK_RESOURCE","Assign a Villager to retrieve <RESOURCE> for your active task."
,
"TID_ADVICE_TITLE_DEPOSIT_TO_TASK","A task is ready to progress"
"TID_ADVICE_TEXT_DEPOSIT_TO_TASK","Select the Cart and tap the resource deposit button."
,
"TID_ADVICE_TITLE_COMPLETE_TASK","A task is ready to be completed"
"TID_ADVICE_TEXT_COMPLETE_TASK","Select the Cart and tap the resource deposit button."
,
"TID_ADVICE_TITLE_CLAIM_TRADER_CHEST","<CHARACTER> has a reward for you!"
"TID_ADVICE_TEXT_CLAIM_TRADER_CHEST","Tap the reward to claim."
,
"TID_ADVICE_TITLE_GET_FOOD","Need more soup!"
"TID_ADVICE_TEXT_GET_FOOD","Villagers are too hungry to work! Assign a villager to harvest pumpkins for soup."
,
"TID_ADVICE_TITLE_CLAIM_RESOURCE","<RESOURCE> is ready"
"TID_ADVICE_TEXT_CLAIM_RESOURCE","Tap the building to claim."
,
"TID_ADVICE_TITLE_ASSIGN_RESEARCH_WORKER","Research requires a Villager"
"TID_ADVICE_TEXT_ASSIGN_RESEARCH_WORKER","Select the Study and tap the Assign Villager button."
,
"TID_ADVICE_TITLE_TRY_OUT_FILL_BOOST","Boost meter is ready to be filled"
"TID_ADVICE_TEXT_TRY_OUT_FILL_BOOST","Fill your Boost Meter with Nectar if you want to speed up villagers. "
,
"TID_ADVICE_TITLE_TRY_OUT_BOOST","Villagers are ready to be boosted"
"TID_ADVICE_TEXT_TRY_OUT_BOOST","Villagers work faster when boosted. Toggle Boost on and off by tapping the Boost button!"
,
"TID_ADVICE_TITLE_MAKE_SOUP","Now's a good time to make soup!"
"TID_ADVICE_TEXT_MAKE_SOUP","Quickly feed villagers by throwing ingredients into your soup. Select <BUILDING> and tap storage."
,
"TID_ADVICE_TITLE_KNOWLEDGE_POINTS","Enough Scrolls to finish research"
"TID_ADVICE_TEXT_KNOWLEDGE_POINTS","Use Scrolls to quickly make progress on research. Enter <BUILDING> to use them."
,
"TID_ADVICE_TITLE_RESERVE_RESOURCE","Low on <RESOURCE>"
"TID_ADVICE_TEXT_RESERVE_RESOURCE","How about replenishing <RESOURCE> stock?"
,
"TID_ADVICE_TITLE_GET_INPUT_RESOUCE","To continue production, get more <RESOURCE>"
"TID_ADVICE_TEXT_GET_INPUT_RESOUCE","Assign a Villager to get more <RESOURCE> for <BUILDING> ."
,
"TID_ADVICE_TITLE_CRAFT_ITEM","An item is ready to be crafted"
"TID_ADVICE_TEXT_CRAFT_ITEM","To craft <RESOURCE>, select <BUILDING> and tap Make."
,
"TID_ADVICE_TITLE_CLAIM_CRAFTED_ITEM","Crafting finished"
"TID_ADVICE_TEXT_CLAIM_CRAFTED_ITEM","Tap the notification icon on top of <BUILDING> to claim <RESOURCE>."
,
"TID_ADVICE_TITLE_PRODUCE_RESOURCE","Production area available"
"TID_ADVICE_TEXT_PRODUCE_RESOURCE","To produce <RESOURCE>, select <BUILDING> and assign a villager."
,
"TID_ADVICE_TITLE_CLAIM_PRODUCED_RESOURCE","Production finished"
"TID_ADVICE_TEXT_CLAIM_PRODUCED_RESOURCE","Tap the notification icon on top of <BUILDING> to claim <RESOURCE>."
,
"TID_ADVICE_TITLE_TAKE_BOAT_TASK","Tasks available at the Harbor"
"TID_ADVICE_TEXT_TAKE_BOAT_TASK","Select <BOAT>. Tap the anchor button to view tasks."
,
"TID_ADVICE_TITLE_TAKE_CONSTRUCTION_TASK","Construction tasks available"
"TID_ADVICE_TEXT_TAKE_CONSTRUCTION_TASK","Select <BUILDING> and tap Construct to open the Construction Page."
,
"TID_ADVICE_TITLE_SEND_TO_GUILD","Skill available"
"TID_ADVICE_TEXT_SEND_TO_GUILD","Select <BUILDING> and tap the Training button to open the Training page."
,
"TID_ADVICE_TITLE_RESEARCH_NATION_TECH","Ready to start Research"
"TID_ADVICE_TEXT_RESEARCH_NATION_TECH","Enter the Great Library and find <TECH> on the Research Tree."
,
"TID_ADVICE_TITLE_START_NATION_CONSTRUCTION","Ready to start Construction"
"TID_ADVICE_TEXT_START_NATION_CONSTRUCTION","Select <BUILDING> and tap the Construct button to open the Construction Page."
,
"TID_ADVICE_TITLE_START_NATION_UPGRADE","An upgrade is available"
"TID_ADVICE_TEXT_START_NATION_UPGRADE","Select <BUILDING> and tap the Upgrade button to open the Construction Page."
,
"TID_ADVICE_TITLE_QUEST_AVAILABLE","New quest available!"
"TID_ADVICE_TEXT_QUEST_AVAILABLE","<CHARACTER> has a quest for you."
,
"TID_ADVICE_TITLE_SHOP_OFFER_AVAILABLE","Free stuff available!"
"TID_ADVICE_TEXT_SHOP_OFFER_AVAILABLE","Enter the shop to see your freebies!"
,
"TID_ADVICE_TITLE_START_NATION_CHALLENGE","A challenge is waiting for you!"
"TID_ADVICE_TEXT_START_NATION_CHALLENGE","Select “<CHALLENGE>” and tap the Accept button."
,
"TID_ADVICE_TITLE_TAKE_CHALLENGE_TASK","Tasks available at <CHALLENGE>"
"TID_ADVICE_TEXT_TAKE_CHALLENGE_TASK","Select <CHALLENGE>. Tap the Crates button to view tasks."
,
"TID_ADVICE_TITLE_TAKE_CHALLENGE_WORKER_TASK","Jobs available at <CHALLENGE>"
"TID_ADVICE_TEXT_TAKE_CHALLENGE_WORKER_TASK","Select <CHALLENGE>. Tap the Villagers button to view jobs."
,
"TID_ADVICE_TITLE_CLAIM_CHALLENGE_REWARD","Job complete at <CHALLENGE>"
"TID_ADVICE_TEXT_CLAIM_CHALLENGE_REWARD","Tap <CHALLENGE> to claim your rewards."
,
"TID_BUTTON_ACCEPT","Accept"
,
"TID_BIRDOG","Birdog"
"TID_BIRDDOG_INFO","A frendly spirit. Somtimes chases his own tailfeathers."
"TID_QUEST_BIRDOG_CARROTS","Treat for Birdog"
