"Name","TID","TIDUnconstructed","InfoTitleTID","InfoTID","InfoTIDUnconstructed","NPCGreetingTID","BeginBuildResource","BeginBuildCost","BuildResource1","BuildCost1","BuildResource2","BuildCost2","BuildResource3","BuildCost3","BuildResource4","BuildCost4","BuildResource5","BuildCost5","BuildingClass","ShopBuildingClass","GroundLayer","IconSWF","XP","SCW","SCWRotated","SCWBase","SCWUnconstructed","SCWConstruction","SCWConstructionExtra","SCWClaim","SCWUiBase","SCWAreaGreen","SCWAreaRed","CollisionShape","Scale","MoveResource","TerrainHoleSize","ColorizeMaterials","MoveCost","TownHallLevel","Width","Height","WalkableBorder","IgnoreAdjacentBuildingSpace","ObstacleGrowthDistance","Icon","MaxStoredFountainBoost","MaxStoredWood","MaxStoredBread","MaxStoredStone","MaxStoredFood","MaxStoredClay","MaxStoredPotionIngredient1","MaxStoredPotionIngredient2","MaxStoredPotionIngredient3","MaxStoredPotionIngredient4","MaxStoredPotionIngredient5","MaxStoredPotionIngredient6","MaxStoredCoins","MaxStoredWool","MaxStoredWheat","MaxStoredBerry","MaxStoredMushroom","MaxStoredEgg","MaxStoredBerryPie","MaxStoredBerryCake","MaxStoredFish","MaxStoredCotton","MaxStoredIndigo","MaxStoredSugar","MaxStoredSalt","MaxStoredSugarApple","MaxStoredHoneyCookie","MaxStoredFishPie","MaxStoredApplePie","MaxStoredCakeRoyale","MaxStoredSaltedFish","MaxStoredSaltPot","MaxStoredHoneyPot","MaxStoredAppleJam","MaxStoredSweetHerring","MaxStoredDyeRed","MaxStoredDyeYellow","MaxStoredDyeBlue","MaxStoredDyeGreen","MaxStoredDyeOrange","MaxStoredDyePurple","MaxStoredDyeRainbow","MaxStoredPlushie","MaxStoredRuneGame","MaxStoredWoodenDuck","MaxStoredMarbles","MaxStoredWoodenDoll","MaxStoredSocks","MaxStoredTrousers","MaxStoredHat","MaxStoredTunic","MaxStoredShirt","MaxStoredDress","MaxStoredJacket","MaxStoredRainbowSuit","MaxStoredFigurine","MaxStoredPottery","MaxStoredStatuette","MaxStoredAppleJuice","MaxStoredFlour","MaxStoredHoney","MaxStoredApple","MaxStoredCarrot","StartingResourcePercent","StartingPotionIngredient1","StartingPotionIngredient2","StartingPotionIngredient3","StartingPotionIngredient4","StartingPotionIngredient5","StartingPotionIngredient6","Profession","MaxWorkers","MaxAutomaticallyProducedResources","ProducesResource","ResourceBatchSeconds","ResourceBatchSize","ResourceMax","InputResource","InputResourceType","InputPerBatch","HarvestResource","WorkPos1","WorkAnim1","WorkPos2","WorkAnim2","PickUpEffect","PlacingEffect","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","AmountCanBeUpgraded","Workers","SpawnResourceData","SpawnResourcePlantSeconds","SpawnResourceAverageSeconds","SpawnResourceHarvestSeconds","SpawnCount","SpawnPos1","SpawnSCW1","SpawnPos2","SpawnSCW2","SpawnPos3","SpawnSCW3","SpawnPos4","SpawnSCW4","SpawnPos5","SpawnSCW5","SpawnPos6","SpawnSCW6","SpawnPos7","SpawnSCW7","SpawnPos8","SpawnSCW8","SpawnPos9","SpawnSCW9","Passable","SpeedPercentage","RandomDirection","RandomYaw","RandomPitch","RandomScale","RandomBaseDirection","RandomBaseYaw","StoredResourceNodePrefix","StoredResourceNode2Prefix","StoredResourceGfxSCW","StoredResourceCountPerObject","RequestAmount","RequestExpiryMinutes","RequestCooldownMinutes","DonationLimit","DonationMoveSpeed","DonationCooldownSeconds","ConstantEffect","VillageTaskProvider","VillageTaskFulfiller","EffectActivePos","EffectActiveName","EffectBoostPos","EffectBoostName","EffectBoostScalePercent","ForceNonInteractive","NPC","NPCPlacement","CanBeBatched","IconCameraZoom","IconCameraY","SpawnAnimal","UIBackgroundExportName","LocationSound","UpgradeSignX","UpgradeSignY","UpgradeSignZ","UpgradeSignScale","AnimationAlwaysOn","TouchEffect","IsTaskFulfiller","PremiumTradePartner","ValleyLODScale","ValleyLODMoveFactor"
"BrickYard","TID_BUILDING_BRICK_YARD",,"TID_INFO_TITLE_VILLAGE_PRODUCTION","TID_BUILDING_BRICK_YARD_INFO",,,"Coins",5500,"Clay",580,"Stone",370,,,,,,,"Resource",,,,1,"sc3d/bldv_brickyard_lv01_geo.glb",,"sc3d/bldv_base_production_3x3.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_5x5_geo.glb","sc3d/bldv_marker_5x5_geo.glb","Sawmill",100,"Crate",0,,5,,3,3,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brickmaker",1,,"Brick",120,1,100,"Clay",,1,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,5,,5,"true",5,"brick_",,,,,,,,,,,"false",,,,,,,,,,"true",426,51,,"bg_image_village_brickyard","Tap_Brickyard",0,0,0,100,,"Tap_brickyard",,,0,0
,,,,,,,"Coins",4100,"Clay",450,"Stone",290,,,,,,,,,,,1,"sc3d/bldv_brickyard_lv02_geo.glb",,,,,"sc3d/bldv_construction_upgrade_{w}x{w}_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_brickyard",,,,
,,,,,,,"Coins",4550,"Clay",470,"Stone",300,,,,,,,,,,,1,"sc3d/bldv_brickyard_lv03_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_brickyard",,,,
,,,,,,,"Coins",16800,"Stone",1500,"Clay",1100,,,,,,,,,,,1,"sc3d/bldv_brickyard_lv04_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_brickyard",,,,
,,,,,,,"Coins",19100,"Stone",1750,"Clay",1250,,,,,,,,,,,1,"sc3d/bldv_brickyard_lv05_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_brickyard",,,,
"ClayPit","TID_BUILDING_CLAY_PIT","TID_BUILDING_CLAY_PIT_UNCONSTRUCTED","TID_INFO_TITLE_VILLAGE_RESOURCE_SITE","TID_BUILDING_CLAY_PIT_INFO","TID_BUILDING_CLAY_PIT_INFO_UNCONSTRUCTED",,"Coins",100,"Wood",6,,,,,,,,,"Discoverable",,,,1,"sc3d/bldv_clay_pit_geo.glb",,,"sc3d/bldv_clay_ground.glb","sc3d/bldv_clay_ground.glb","sc3d/bldv_evergrove_construction_2.glb","sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo",,"sc3d/bldv_marker_6x6_geo.glb","sc3d/bldv_marker_6x6_geo.glb","Mine",100,"Crate",2,,5,,4,4,,"false",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Claydigger",1,,"Clay",90,1,,,,,,"x200y100","Work","x100y200","Work","Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,"true",5,,5,"true",5,,,,,,,,,,,,"false",,,,,,,,,,"true",390,122,,"bg_image_village_resource_clay_pit","Tap_Clay_Pit",0,0,0,100,,"Tap_claypit",,,0,0
"ClayStorage","TID_BUILDING_CLAY_STORAGE",,"TID_INFO_TITLE_STORAGE","TID_BUILDING_CLAY_STORAGE_INFO",,,"Coins",90,"Wood",3,,,,,,,,,"Resource",,,,1,"sc3d/bldv_clay_storage_lv1_geo.glb",,"sc3d/bldv_base_storage_2x2.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_4x4_geo.glb","sc3d/bldv_marker_4x4_geo.glb","Storage",100,"Crate",0,,5,,2,2,,"false",2,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,5,,5,"true",5,"clay_",,,,,,,,,,,"false",,,,,,,,,,"true",306,0,,,"Tap_Clay_Storage",0,0,0,100,,"Tap_clay_storage",,,0,0
,,,,,,,"Coins",240,"Wood",35,,,,,,,,,,,,,1,"sc3d/bldv_clay_storage_lv2_geo.glb",,,,,"sc3d/bldv_construction_upgrade_{w}x{w}_geo.glb",,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_clay_storage",,,,
,,,,,,,"Coins",610,"Wood",80,,,,,,,,,,,,,1,"sc3d/bldv_clay_storage_lv3_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_clay_storage",,,,
,,,,,,,"Coins",1200,"Wood",170,"Stone",95,,,,,,,,,,,1,"sc3d/bldv_clay_storage_lv4_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_clay_storage",,,,
,,,,,,,"Coins",1450,"Wood",190,"Stone",110,,,,,,,,,,,1,"sc3d/bldv_clay_storage_lv5_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_clay_storage",,,,
,,,,,,,"Coins",3000,"Wood",370,"Stone",210,,,,,,,,,,,1,"sc3d/bldv_clay_storage_lv6_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_clay_storage",,,,
,,,,,,,"Coins",5000,"Wood",560,"Stone",320,,,,,,,,,,,1,"sc3d/bldv_clay_storage_lv7_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_clay_storage",,,,
,,,,,,,"Coins",16800,"Stone",1400,"Wood",1050,,,,,,,,,,,1,"sc3d/bldv_clay_storage_lv8_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_clay_storage",,,,
,,,,,,,"Coins",17700,"Stone",1550,"Wood",1150,,,,,,,,,,,1,"sc3d/bldv_clay_storage_lv9_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_clay_storage",,,,
,,,,,,,"Coins",19100,"Stone",1950,"Wood",1400,,,,,,,,,,,1,"sc3d/bldv_clay_storage_lv10_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_clay_storage",,,,
"Warehouse","TID_BUILDING_WAREHOUSE",,"TID_INFO_TITLE_STORAGE","TID_BUILDING_WAREHOUSE_INFO",,,"Coins",120,"Wood",10,,,,,,,,,"Resource",,,,1,"sc3d/bldv_warehouse_lv1_geo.glb",,"sc3d/bldv_base_storage_3x3.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_5x5_geo.glb","sc3d/bldv_marker_5x5_geo.glb","Storage",100,"Crate",0,,5,,3,3,,"false",2,,,,,,,,30,30,30,30,30,30,,20,,,,,,,,20,20,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,5,,5,"true",5,,,,,,,,,,,,"false",,,,,,,,,,"true",429,-29,,,"Tap_General_Warehouse",0,0,0,100,,"Tap_general_warehouse",,,0,0
,,,,,,,"Coins",440,"Wood",65,"Clay",35,,,,,,,,,,,1,"sc3d/bldv_warehouse_lv2_geo.glb",,,,,"sc3d/bldv_construction_upgrade_{w}x{w}_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,35,35,35,35,35,35,,40,,,,,,,,40,40,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_general_warehouse",,,,
,,,,,,,"Coins",730,"Wood",100,"Clay",65,,,,,,,,,,,1,"sc3d/bldv_warehouse_lv3_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,,60,,,,,,,,60,60,,,,,,,,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_general_warehouse",,,,
,,,,,,,"Coins",2100,"Clay",230,"Wood",190,,,,,,,,,,,1,"sc3d/bldv_warehouse_lv4_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,45,45,,80,,,,,,,,80,80,,,,,,,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_general_warehouse",,,,
,,,,,,,"Coins",2000,"Clay",230,"Stone",140,,,,,,,,,,,1,"sc3d/bldv_warehouse_lv5_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,,100,,,,,,,,100,100,,,,,,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_general_warehouse",,,,
,,,,,,,"Coins",2850,"Clay",320,"Stone",200,,,,,,,,,,,1,"sc3d/bldv_warehouse_lv6_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,,120,,,,,,,,120,120,,,,,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_general_warehouse",,,,
,,,,,,,"Coins",6150,"Brick",310,"Stone",400,,,,,,,,,,,1,"sc3d/bldv_warehouse_lv7_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,70,70,70,70,,140,,,,,,,,140,140,,,,,,,,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_general_warehouse",,,,
,,,,,,,"Coins",12200,"Brick",750,"Stone",990,,,,,,,,,,,1,"sc3d/bldv_warehouse_lv8_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,80,80,80,80,,160,,,,,,,,160,160,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_general_warehouse",,,,
,,,,,,,"Coins",16800,"Brick",830,"Stone",1100,,,,,,,,,,,1,"sc3d/bldv_warehouse_lv9_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,90,,180,,,,,,,,180,180,,,,,,,,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_general_warehouse",,,,
,,,,,,,"Coins",19100,"Brick",990,"Stone",1250,,,,,,,,,,,1,"sc3d/bldv_warehouse_lv10_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,,200,,,,,,,,200,200,,,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_general_warehouse",,,,
"Treasury","TID_BUILDING_TREASURY",,"TID_INFO_TITLE_STORAGE","TID_BUILDING_TREASURY_INFO",,,"Coins",630,"Clay",60,,,,,,,,,"Resource",,,,1,"sc3d/bldv_treasury_lv1_geo.glb",,"sc3d/bldv_base_key_3x3.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_5x5_geo.glb","sc3d/bldv_marker_5x5_geo.glb","Sawmill",100,"Crate",0,,5,,3,3,,"false",2,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,5,,5,"true",5,,,,,,,,,,,,"false",,"pos_effect_gold","GoldSparkle",,,,,,,"true",435,-21,,,,0,0,0,100,,"Tap_Treasury",,,0,0
,,,,,,,"Coins",730,"Clay",80,,,,,,,,,,,,,1,"sc3d/bldv_treasury_lv2_geo.glb",,,,,"sc3d/bldv_construction_upgrade_{w}x{w}_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_gold","GoldSparkle",,,,,,,"true",,,,,,,,,,,"Tap_Treasury",,,,
,,,,,,,"Coins",770,"Stone",85,,,,,,,,,,,,,1,"sc3d/bldv_treasury_lv3_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_gold","GoldSparkle",,,,,,,"true",,,,,,,,,,,"Tap_Treasury",,,,
,,,,,,,"Coins",1300,"Stone",140,"Wood",130,,,,,,,,,,,1,"sc3d/bldv_treasury_lv4_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_gold","GoldSparkle",,,,,,,"true",,,,,,,,,,,"Tap_Treasury",,,,
,,,,,,,"Coins",1900,"Clay",220,"Stone",140,,,,,,,,,,,1,"sc3d/bldv_treasury_lv5_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_gold","GoldSparkle",,,,,,,"true",,,,,,,,,,,"Tap_Treasury",,,,
,,,,,,,"Coins",2100,"Stone",200,"Clay",170,,,,,,,,,,,1,"sc3d/bldv_treasury_lv6_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_gold","GoldSparkle",,,,,,,"true",,,,,,,,,,,"Tap_Treasury",,,,
,,,,,,,"Coins",3150,"Stone",300,"Wood",280,,,,,,,,,,,1,"sc3d/bldv_treasury_lv7_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_gold","GoldSparkle",,,,,,,"true",,,,,,,,,,,"Tap_Treasury",,,,
,,,,,,,"Coins",10100,"Stone",820,"Brick",320,,,,,,,,,,,1,"sc3d/bldv_treasury_lv8_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_gold","GoldSparkle",,,,,,,"true",,,,,,,,,,,"Tap_Treasury",,,,
,,,,,,,"Coins",14300,"Stone",1100,"Brick",430,,,,,,,,,,,1,"sc3d/bldv_treasury_lv9_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_gold","GoldSparkle",,,,,,,"true",,,,,,,,,,,"Tap_Treasury",,,,
,,,,,,,"Coins",17200,"Stone",1750,"Brick",710,,,,,,,,,,,1,"sc3d/bldv_treasury_lv10_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pos_effect_gold","GoldSparkle",,,,,,,"true",,,,,,,,,,,"Tap_Treasury",,,,
