"Name","TID","NPC","Cart","Scale","CollisionShape","SpawnToBuilding","SpawnToObstacle","SpawnToNation","MaxCompletions","CooldownSeconds","MinNationLevel","MaxNationLevel","BuildingNeeded","BuildingLevelNeeded","TechNeeded","OtherChallengeNeeded","OtherChallengeStagesCompleteNeeded","Stage","AvailableTID","AvailableSCW","AvailableIconSWF","AvailableIconExportName","AvailableSeconds","AvailableBGExportName","ActiveTID","ActiveSCW","ActiveIconSWF","ActiveIconExportName","ActiveSeconds","ActiveBGExportName","TaskCount","CoinTaskMinPercentage","CoinTaskMaxPercentage","RequiredAmountPercentage","CoinRewardSizePercentage","KnowledgeRewardSizePercentage","ReputationRewardSizePercentage","ResourceOrTag1","ResourceOrTag2","ResourceOrTag3","WorkerJobSeconds","WorkerJobTID","WorkerJobBGExportName","WorkerJobProfession","WorkerJobRewardData1","WorkerJobRewardAmount1","WorkerJobRewardData2","WorkerJobRewardAmount2","WorkerJobRewardReputation","WorkerJobRewardNationKnowledge","WinTID","WinSCW","WinIconSWF","WinIconExportName","WinBGExportName","LoseTID","LoseSCW","LoseIconSWF","LoseIconExportName","LoseBGExportName","ReviewSeconds","RewardPerk","RewardPerkSeconds","RewardNationKnowledge"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_07","bg_image_village_resource_stone","Stonemason","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_08","bg_image_valley_construction","Builder","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_09","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_10","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_11","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE012_BIGGESTCAKE_STAGE1_JOB_12","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE012_BIGGESTCAKE_STAGE2","sc3d/valley_event_biggest_cake.glb#stage2","sc/npc_characters.sc","emote_baker_idle",86400,"bg_image_valley_event_biggest_cake",60,100,100,40,100,100,100,"FoodCrafted","FoodRawMaterial","FoodProdArea",,,,,,,,,,,,,,,,"TID_CHALLENGE012_BIGGESTCAKE_LOSE_STAGE2","sc3d/valley_event_biggest_cake.glb#stage2","sc/npc_characters.sc","emote_baker_wave","bg_image_valley_event_biggest_cake",,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE012_BIGGESTCAKE_STAGE3","sc3d/valley_event_biggest_cake.glb#stage4","sc/npc_characters.sc","emote_baker_idle",86400,"bg_image_valley_event_biggest_cake",,,,,,,,,,,28800,"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_01","bg_image_village_resource_wood","Lumberjack","Coins",279,,,20,,,,,,,"TID_CHALLENGE012_BIGGESTCAKE_LOSE_STAGE3","sc3d/valley_event_biggest_cake.glb#stage3","sc/npc_characters.sc","emote_baker_wave","bg_image_valley_event_biggest_cake",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_02","bg_image_village_resource_wood","Lumberjack","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_03","bg_image_village_resource_wood","Lumberjack","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_04","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_05","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_06","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_07","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_08","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE012_BIGGESTCAKE_STAGE3_JOB_09","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
"Challenge013_StuckinJam","TID_CHALLENGE013_STUCKINJAM_TITLE","Preservist","ChallengeCart",100,"Academy",,,"ChallengeSitePreservery",,1209600,3,,"NationCannery",1,,,,1,"TID_CHALLENGE013_STUCKINJAM_INTRO","sc3d/valley_event_stuckin_jam.glb#stage1","sc/npc_characters.sc","emote_preservist_wave",259200,"bg_image_valley_event_stuck_in_jam_1","TID_CHALLENGE013_STUCKINJAM_STAGE1","sc3d/valley_event_stuckin_jam.glb#stage1","sc/npc_characters.sc","emote_preservist_idle",86400,"bg_image_valley_event_stuck_in_jam_1",30,100,100,80,100,100,100,"ConstructionBasic","Pottery",,,,,,,,,,,,"TID_CHALLENGE013_STUCKINJAM_WIN","sc3d/valley_event_stuckin_jam.glb#stage4","sc/npc_characters.sc","emote_preservist_wave","bg_image_valley_event_stuck_in_jam_1","TID_CHALLENGE013_STUCKINJAM_LOSE_STAGE1","sc3d/valley_event_stuckin_jam.glb#stage1","sc/npc_characters.sc","emote_preservist_wave","bg_image_valley_event_stuck_in_jam_1",86400,"FasterNationCannery",86400,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE013_STUCKINJAM_STAGE2","sc3d/valley_event_stuckin_jam.glb#stage2","sc/npc_characters.sc","emote_preservist_idle",86400,"bg_image_valley_event_stuck_in_jam_1",,,,,,,,,,,28800,"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_01","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,"TID_CHALLENGE013_STUCKINJAM_LOSE_STAGE2","sc3d/valley_event_stuckin_jam.glb#stage2","sc/npc_characters.sc","emote_preservist_wave","bg_image_valley_event_stuck_in_jam_1",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_02","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_03","bg_image_village_resource_stone","Stonemason","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_04","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_05","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_06","bg_image_village_resource_clay","Claydigger","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_07","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_08","bg_image_valley_construction","Builder","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE013_STUCKINJAM_STAGE2_JOB_09","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE013_STUCKINJAM_STAGE3","sc3d/valley_event_stuckin_jam.glb#stage3","sc/npc_characters.sc","emote_preservist_idle",86400,"bg_image_valley_event_stuck_in_jam_1",,,,,,,,,,,43200,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,"TID_CHALLENGE013_STUCKINJAM_LOSE_STAGE3","sc3d/valley_event_stuckin_jam.glb#stage3","sc/npc_characters.sc","emote_preservist_wave","bg_image_valley_event_stuck_in_jam_1",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_02","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_03","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_04","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_05","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_06","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_07","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_08","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_09","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_10","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_11","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE013_STUCKINJAM_STAGE3_JOB_12","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
"Challenge014_PsychicOctopus","TID_CHALLENGE014_PSYCHICOCTOPUS_TITLE","Librarian","ChallengeCart",100,"Academy",,,"ChallengeSiteShipwreck2",,1209600,4,,"ResearchAcademy",1,,,,1,"TID_CHALLENGE014_PSYCHICOCTOPUS_INTRO","sc3d/valley_event_psychic_octopus.glb#stage1","sc/npc_characters.sc","emote_librarian_wave",259200,"bg_image_valley_event_psychic_octopus","TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1","sc3d/valley_event_psychic_octopus.glb#stage1","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_psychic_octopus",,,,,,,,,,,36000,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_01","bg_image_village_library","Researcher","Science",70,,,,,"TID_CHALLENGE014_PSYCHICOCTOPUS_WIN","sc3d/valley_event_psychic_octopus.glb#stage4","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_psychic_octopus","TID_CHALLENGE014_PSYCHICOCTOPUS_LOSE_STAGE1","sc3d/valley_event_psychic_octopus.glb#stage1","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_psychic_octopus",86400,,,1300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_02","bg_image_village_library","Researcher","Science",56,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_03","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_04","bg_image_village_library","Researcher","Science",56,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_05","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_06","bg_image_village_library","Researcher","Science",56,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_07","bg_image_village_library","Researcher","Science",84,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_08","bg_image_village_library","Researcher","Science",28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_09","bg_image_village_library","Researcher","Science",70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_10","bg_image_village_library","Researcher","Science",56,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_11","bg_image_village_library","Researcher","Science",98,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_12","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_13","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_14","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE1_JOB_15","bg_image_village_library","Researcher","Science",70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE2","sc3d/valley_event_psychic_octopus.glb#stage2","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_psychic_octopus",30,0,0,100,100,100,100,,,,,,,,,,,,,,,,,,,"TID_CHALLENGE014_PSYCHICOCTOPUS_LOSE_STAGE2","sc3d/valley_event_psychic_octopus.glb#stage2","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_psychic_octopus",,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3","sc3d/valley_event_psychic_octopus.glb#stage3","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_psychic_octopus",,,,,,,,,,,7200,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_01","bg_image_village_library","Researcher","Science",14,,,,,,,,,,"TID_CHALLENGE014_PSYCHICOCTOPUS_LOSE_STAGE3","sc3d/valley_event_psychic_octopus.glb#stage3","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_psychic_octopus",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_02","bg_image_village_library","Researcher","Science",28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_03","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_04","bg_image_village_library","Researcher","Science",56,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_05","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_06","bg_image_village_library","Researcher","Science",28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_07","bg_image_village_library","Researcher","Science",70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_08","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_09","bg_image_village_library","Researcher","Science",42,,,,,,,,,,,,,,,,,,
"Challenge015_UnityQuilt","TID_CHALLENGE015_UNITYQUILT_TITLE","Farmers","ChallengeCart",100,"Academy",,,"ChallengeSiteCottonField",,1209600,5,,"NationCottonField",1,,,,1,"TID_CHALLENGE015_UNITYQUILT_INTRO","sc3d/valley_event_unity_quilt.glb#stage1","sc/npc_characters.sc","emote_farmer_female_wave",259200,"bg_image_valley_event_unity_quilt","TID_CHALLENGE015_UNITYQUILT_STAGE1","sc3d/valley_event_unity_quilt.glb#stage1","sc/npc_characters.sc","emote_farmer_female_idle",86400,"bg_image_valley_event_unity_quilt",48,100,100,50,100,100,100,"ClothesProdArea","ClothesCrafted","CraftsDye",,,,,,,,,,,"TID_CHALLENGE015_UNITYQUILT_WIN","sc3d/valley_event_unity_quilt.glb#stage4","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_unity_quilt","TID_CHALLENGE015_UNITYQUILT_LOSE_STAGE1","sc3d/valley_event_unity_quilt.glb#stage1","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_unity_quilt",86400,"FasterNationCottonField",86400,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE015_UNITYQUILT_STAGE2","sc3d/valley_event_unity_quilt.glb#stage2","sc/npc_characters.sc","emote_farmer_female_idle",86400,"bg_image_valley_event_unity_quilt",,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_01","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,"TID_CHALLENGE015_UNITYQUILT_LOSE_STAGE2","sc3d/valley_event_unity_quilt.glb#stage2","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_unity_quilt",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_02","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_03","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_04","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_05","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_06","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_07","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_08","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_09","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_10","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_11","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_12","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE015_UNITYQUILT_STAGE3","sc3d/valley_event_unity_quilt.glb#stage3","sc/npc_characters.sc","emote_farmer_female_idle",86400,"bg_image_valley_event_unity_quilt",,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,"TID_CHALLENGE015_UNITYQUILT_LOSE_STAGE3","sc3d/valley_event_unity_quilt.glb#stage3","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_unity_quilt",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_02","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_03","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_04","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_05","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_06","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_07","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_08","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_09","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_10","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_11","bg_image_valley_background",,"Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_12","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
