"Name","TID","RequiredData","RequiredAmount","PrimaryReward","PrimaryAmount","SecondaryReward","SecondaryAmount","NationKnowledgeReward","ReputationReward","ReputationCancelCost","CountInAutoGeneration","Tier","Tag1","Tag2","Tag3","Tag4","Tag5"
"Task1092","TID_HARBOR_TASK","Statuette",11,,,,,68,23,0,20,5,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1093","TID_HARBOR_TASK","Wood",63,,,,,71,24,0,20,6,"Tech","Basic","SizeSmall","Construction",
"Task1094","TID_HARBOR_TASK","Wood",68,,,,,77,26,0,20,6,"Tech","Basic","SizeSmall","Construction",
"Task1095","TID_HARBOR_TASK","Wood",74,,,,,83,28,0,20,6,"Tech","Basic","SizeBig","Construction",
"Task1096","TID_HARBOR_TASK","Wood",80,,,,,90,30,0,20,6,"Tech","Basic","SizeBig","Construction",
"Task1097","TID_HARBOR_TASK","Berry",28,,,,,70,23,0,1,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1098","TID_HARBOR_TASK","Berry",31,,,,,77,26,0,1,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1099","TID_HARBOR_TASK","Berry",34,,,,,85,28,0,1,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1100","TID_HARBOR_TASK","Berry",36,,,,,89,30,0,1,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1101","TID_HARBOR_TASK","Mushroom",20,,,,,70,23,0,1,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1102","TID_HARBOR_TASK","Mushroom",22,,,,,77,26,0,1,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1103","TID_HARBOR_TASK","Mushroom",24,,,,,84,28,0,1,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1104","TID_HARBOR_TASK","Mushroom",26,,,,,91,30,0,1,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1105","TID_HARBOR_TASK","Egg",38,,,,,71,24,0,1,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1106","TID_HARBOR_TASK","Egg",41,,,,,77,26,0,1,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1107","TID_HARBOR_TASK","Egg",45,,,,,84,28,0,1,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1108","TID_HARBOR_TASK","Egg",48,,,,,90,30,0,1,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1109","TID_HARBOR_TASK","Clay",52,,,,,71,24,0,20,6,"Tech","Basic","SizeSmall","Construction",
"Task1110","TID_HARBOR_TASK","Clay",56,,,,,77,26,0,20,6,"Tech","Basic","SizeSmall","Construction",
"Task1111","TID_HARBOR_TASK","Clay",61,,,,,83,28,0,20,6,"Tech","Basic","SizeBig","Construction",
"Task1112","TID_HARBOR_TASK","Clay",66,,,,,90,30,0,20,6,"Tech","Basic","SizeBig","Construction",
"Task1113","TID_HARBOR_TASK","Wool",23,,,,,71,24,0,10,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1114","TID_HARBOR_TASK","Wool",25,,,,,77,26,0,10,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1115","TID_HARBOR_TASK","Wool",27,,,,,84,28,0,10,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1116","TID_HARBOR_TASK","Wool",29,,,,,90,30,0,10,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1117","TID_HARBOR_TASK","Socks",4,,,,,64,21,0,20,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1118","TID_HARBOR_TASK","Socks",5,,,,,79,26,0,20,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1119","TID_HARBOR_TASK","Socks",5,,,,,79,26,0,20,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1120","TID_HARBOR_TASK","Socks",6,,,,,95,32,0,20,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1121","TID_HARBOR_TASK","Figurine",12,,,,,69,23,0,20,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1122","TID_HARBOR_TASK","Figurine",13,,,,,75,25,0,20,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1123","TID_HARBOR_TASK","Figurine",15,,,,,86,29,0,20,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1124","TID_HARBOR_TASK","Figurine",16,,,,,92,31,0,20,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1125","TID_HARBOR_TASK","Bread",7,,,,,71,24,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1126","TID_HARBOR_TASK","Bread",8,,,,,81,27,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1127","TID_HARBOR_TASK","Bread",8,,,,,81,27,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1128","TID_HARBOR_TASK","Bread",9,,,,,91,30,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1129","TID_HARBOR_TASK","Wheat",18,,,,,71,24,0,10,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1130","TID_HARBOR_TASK","Wheat",19,,,,,75,25,0,10,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1131","TID_HARBOR_TASK","Wheat",21,,,,,83,28,0,10,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1132","TID_HARBOR_TASK","Wheat",23,,,,,91,30,0,10,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1133","TID_HARBOR_TASK","BerryPie",2,,,,,59,20,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1134","TID_HARBOR_TASK","BerryPie",3,,,,,89,30,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1135","TID_HARBOR_TASK","BerryPie",3,,,,,89,30,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1136","TID_HARBOR_TASK","BerryPie",3,,,,,89,30,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1137","TID_HARBOR_TASK","Flour",13,,,,,73,24,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1138","TID_HARBOR_TASK","Flour",14,,,,,79,26,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1139","TID_HARBOR_TASK","Flour",15,,,,,84,28,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1140","TID_HARBOR_TASK","Flour",16,,,,,90,30,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1141","TID_HARBOR_TASK","Stone",50,,,,,70,23,0,20,6,"Tech","Basic","SizeSmall","Construction",
"Task1142","TID_HARBOR_TASK","Stone",55,,,,,77,26,0,20,6,"Tech","Basic","SizeSmall","Construction",
"Task1143","TID_HARBOR_TASK","Stone",59,,,,,83,28,0,20,6,"Tech","Basic","SizeBig","Construction",
"Task1144","TID_HARBOR_TASK","Stone",64,,,,,90,30,0,20,6,"Tech","Basic","SizeBig","Construction",
"Task1145","TID_HARBOR_TASK","Cotton",16,,,,,70,23,0,10,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1146","TID_HARBOR_TASK","Cotton",18,,,,,79,26,0,10,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1147","TID_HARBOR_TASK","Cotton",19,,,,,83,28,0,10,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1148","TID_HARBOR_TASK","Cotton",20,,,,,88,29,0,10,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1149","TID_HARBOR_TASK","HoneyCookie",4,,,,,71,24,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1150","TID_HARBOR_TASK","HoneyCookie",4,,,,,71,24,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1151","TID_HARBOR_TASK","HoneyCookie",5,,,,,89,30,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1152","TID_HARBOR_TASK","HoneyCookie",5,,,,,89,30,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1153","TID_HARBOR_TASK","Trousers",3,,,,,66,22,0,20,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1154","TID_HARBOR_TASK","Trousers",4,,,,,88,29,0,20,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1155","TID_HARBOR_TASK","Trousers",4,,,,,88,29,0,20,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1156","TID_HARBOR_TASK","Trousers",4,,,,,88,29,0,20,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1157","TID_HARBOR_TASK","Honey",25,,,,,69,23,0,1,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1158","TID_HARBOR_TASK","Honey",28,,,,,77,26,0,1,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1159","TID_HARBOR_TASK","Honey",30,,,,,83,28,0,1,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1160","TID_HARBOR_TASK","Honey",32,,,,,89,30,0,1,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1161","TID_HARBOR_TASK","Salt",16,,,,,69,23,0,10,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1162","TID_HARBOR_TASK","Salt",18,,,,,78,26,0,10,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1163","TID_HARBOR_TASK","Salt",19,,,,,82,27,0,10,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1164","TID_HARBOR_TASK","Salt",21,,,,,91,30,0,10,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1165","TID_HARBOR_TASK","SaltPot",2,,,,,73,24,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1166","TID_HARBOR_TASK","SaltPot",2,,,,,73,24,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1167","TID_HARBOR_TASK","SaltPot",2,,,,,73,24,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1168","TID_HARBOR_TASK","SaltPot",2,,,,,73,24,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1169","TID_HARBOR_TASK","HoneyPot",3,,,,,84,28,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1170","TID_HARBOR_TASK","HoneyPot",3,,,,,84,28,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1171","TID_HARBOR_TASK","HoneyPot",3,,,,,84,28,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1172","TID_HARBOR_TASK","HoneyPot",3,,,,,84,28,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1173","TID_HARBOR_TASK","Pottery",12,,,,,73,24,0,20,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1174","TID_HARBOR_TASK","Pottery",13,,,,,79,26,0,20,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1175","TID_HARBOR_TASK","Pottery",14,,,,,86,29,0,20,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1176","TID_HARBOR_TASK","Pottery",15,,,,,92,31,0,20,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1177","TID_HARBOR_TASK","Apple",43,,,,,71,24,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1178","TID_HARBOR_TASK","Apple",47,,,,,78,26,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1179","TID_HARBOR_TASK","Apple",50,,,,,83,28,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1180","TID_HARBOR_TASK","Apple",54,,,,,89,30,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1181","TID_HARBOR_TASK","Fish",10,,,,,71,24,0,10,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1182","TID_HARBOR_TASK","Fish",11,,,,,78,26,0,10,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1183","TID_HARBOR_TASK","Fish",12,,,,,85,28,0,10,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1184","TID_HARBOR_TASK","Fish",13,,,,,92,31,0,10,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1185","TID_HARBOR_TASK","Sugar",13,,,,,72,24,0,10,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1186","TID_HARBOR_TASK","Sugar",14,,,,,78,26,0,10,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1187","TID_HARBOR_TASK","Sugar",15,,,,,84,28,0,10,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1188","TID_HARBOR_TASK","Sugar",16,,,,,89,30,0,10,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1189","TID_HARBOR_TASK","SugarApple",4,,,,,70,23,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1190","TID_HARBOR_TASK","SugarApple",4,,,,,70,23,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1191","TID_HARBOR_TASK","SugarApple",5,,,,,88,29,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1192","TID_HARBOR_TASK","SugarApple",5,,,,,88,29,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1193","TID_HARBOR_TASK","ApplePie",3,,,,,83,28,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1194","TID_HARBOR_TASK","ApplePie",3,,,,,83,28,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1195","TID_HARBOR_TASK","ApplePie",3,,,,,83,28,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1196","TID_HARBOR_TASK","ApplePie",3,,,,,83,28,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1197","TID_HARBOR_TASK","SaltedFish",1,,,,,47,16,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1198","TID_HARBOR_TASK","SaltedFish",2,,,,,95,32,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1199","TID_HARBOR_TASK","SaltedFish",2,,,,,95,32,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1200","TID_HARBOR_TASK","SaltedFish",2,,,,,95,32,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1201","TID_HARBOR_TASK","AppleJam",2,,,,,75,25,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1202","TID_HARBOR_TASK","AppleJam",2,,,,,75,25,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1203","TID_HARBOR_TASK","AppleJam",2,,,,,75,25,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1204","TID_HARBOR_TASK","AppleJam",2,,,,,75,25,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1205","TID_HARBOR_TASK","Tunic",2,,,,,59,20,0,20,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1206","TID_HARBOR_TASK","Tunic",3,,,,,89,30,0,20,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1207","TID_HARBOR_TASK","Tunic",3,,,,,89,30,0,20,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1208","TID_HARBOR_TASK","Tunic",3,,,,,89,30,0,20,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1209","TID_HARBOR_TASK","Statuette",11,,,,,68,23,0,20,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1210","TID_HARBOR_TASK","Statuette",12,,,,,74,25,0,20,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1211","TID_HARBOR_TASK","Statuette",13,,,,,81,27,0,20,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1212","TID_HARBOR_TASK","Statuette",14,,,,,87,29,0,20,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1213","TID_HARBOR_TASK","Plank",25,,,,,71,24,0,20,6,"Tech","Basic","SizeSmall","Construction",
"Task1214","TID_HARBOR_TASK","Plank",27,,,,,76,25,0,20,6,"Tech","Basic","SizeSmall","Construction",
"Task1215","TID_HARBOR_TASK","Plank",30,,,,,85,28,0,20,6,"Tech","Basic","SizeBig","Construction",
"Task1216","TID_HARBOR_TASK","Plank",32,,,,,90,30,0,20,6,"Tech","Basic","SizeBig","Construction",
"Task1217","TID_HARBOR_TASK","Brick",23,,,,,70,23,0,20,6,"Tech","Basic","SizeSmall","Construction",
"Task1218","TID_HARBOR_TASK","Brick",25,,,,,77,26,0,20,6,"Tech","Basic","SizeSmall","Construction",
"Task1219","TID_HARBOR_TASK","Brick",27,,,,,83,28,0,20,6,"Tech","Basic","SizeBig","Construction",
"Task1220","TID_HARBOR_TASK","Brick",29,,,,,89,30,0,20,6,"Tech","Basic","SizeBig","Construction",
"Task1221","TID_HARBOR_TASK","Indigo",16,,,,,71,24,0,10,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1222","TID_HARBOR_TASK","Indigo",17,,,,,76,25,0,10,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1223","TID_HARBOR_TASK","Indigo",19,,,,,85,28,0,10,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1224","TID_HARBOR_TASK","Indigo",20,,,,,89,30,0,10,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1225","TID_HARBOR_TASK","FishPie",2,,,,,67,22,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1226","TID_HARBOR_TASK","FishPie",2,,,,,67,22,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1227","TID_HARBOR_TASK","FishPie",2,,,,,67,22,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1228","TID_HARBOR_TASK","FishPie",3,,,,,100,33,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1229","TID_HARBOR_TASK","SweetHerring",2,,,,,91,30,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1230","TID_HARBOR_TASK","SweetHerring",2,,,,,91,30,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1231","TID_HARBOR_TASK","SweetHerring",2,,,,,91,30,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1232","TID_HARBOR_TASK","SweetHerring",2,,,,,91,30,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1233","TID_HARBOR_TASK","DyeRed",5,,,,,67,22,0,10,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1234","TID_HARBOR_TASK","DyeRed",6,,,,,81,27,0,10,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1235","TID_HARBOR_TASK","DyeRed",6,,,,,81,27,0,10,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1236","TID_HARBOR_TASK","DyeRed",7,,,,,94,31,0,10,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1237","TID_HARBOR_TASK","DyeYellow",4,,,,,66,22,0,10,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1238","TID_HARBOR_TASK","DyeYellow",5,,,,,83,28,0,10,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1239","TID_HARBOR_TASK","DyeYellow",5,,,,,83,28,0,10,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1240","TID_HARBOR_TASK","DyeYellow",5,,,,,83,28,0,10,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1241","TID_HARBOR_TASK","DyeBlue",4,,,,,78,26,0,10,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1242","TID_HARBOR_TASK","DyeBlue",4,,,,,78,26,0,10,6,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1243","TID_HARBOR_TASK","DyeBlue",4,,,,,78,26,0,10,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1244","TID_HARBOR_TASK","DyeBlue",5,,,,,97,32,0,10,6,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1245","TID_HARBOR_TASK","Hat",2,,,,,62,21,0,20,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1246","TID_HARBOR_TASK","Hat",2,,,,,62,21,0,20,6,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1247","TID_HARBOR_TASK","Hat",3,,,,,93,31,0,20,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1248","TID_HARBOR_TASK","Hat",3,,,,,93,31,0,20,6,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1249","TID_HARBOR_TASK","AppleJuice",13,,,,,72,24,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1250","TID_HARBOR_TASK","AppleJuice",14,,,,,77,26,0,20,6,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1251","TID_HARBOR_TASK","AppleJuice",15,,,,,83,28,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1252","TID_HARBOR_TASK","AppleJuice",16,,,,,88,29,0,20,6,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1253","TID_HARBOR_TASK","Wood",82,,,,,92,31,0,20,7,"Tech","Basic","SizeSmall","Construction",
"Task1254","TID_HARBOR_TASK","Wood",89,,,,,100,33,0,20,7,"Tech","Basic","SizeSmall","Construction",
"Task1255","TID_HARBOR_TASK","Wood",95,,,,,107,36,0,20,7,"Tech","Basic","SizeBig","Construction",
"Task1256","TID_HARBOR_TASK","Wood",101,,,,,114,38,0,20,7,"Tech","Basic","SizeBig","Construction",
"Task1257","TID_HARBOR_TASK","Berry",37,,,,,92,31,0,1,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1258","TID_HARBOR_TASK","Berry",40,,,,,99,33,0,1,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1259","TID_HARBOR_TASK","Berry",43,,,,,107,36,0,1,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1260","TID_HARBOR_TASK","Berry",46,,,,,114,38,0,1,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1261","TID_HARBOR_TASK","Mushroom",27,,,,,95,32,0,1,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1262","TID_HARBOR_TASK","Mushroom",29,,,,,102,34,0,1,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1263","TID_HARBOR_TASK","Mushroom",31,,,,,109,36,0,1,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1264","TID_HARBOR_TASK","Mushroom",33,,,,,116,39,0,1,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1265","TID_HARBOR_TASK","Egg",50,,,,,93,31,0,1,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1266","TID_HARBOR_TASK","Egg",54,,,,,101,34,0,1,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1267","TID_HARBOR_TASK","Egg",57,,,,,107,36,0,1,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1268","TID_HARBOR_TASK","Egg",61,,,,,114,38,0,1,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1269","TID_HARBOR_TASK","Clay",68,,,,,93,31,0,20,7,"Tech","Basic","SizeSmall","Construction",
"Task1270","TID_HARBOR_TASK","Clay",73,,,,,100,33,0,20,7,"Tech","Basic","SizeSmall","Construction",
"Task1271","TID_HARBOR_TASK","Clay",78,,,,,107,36,0,20,7,"Tech","Basic","SizeBig","Construction",
"Task1272","TID_HARBOR_TASK","Clay",83,,,,,114,38,0,20,7,"Tech","Basic","SizeBig","Construction",
"Task1273","TID_HARBOR_TASK","Wool",30,,,,,93,31,0,8,7,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1274","TID_HARBOR_TASK","Wool",32,,,,,99,33,0,8,7,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1275","TID_HARBOR_TASK","Wool",35,,,,,108,36,0,8,7,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1276","TID_HARBOR_TASK","Wool",37,,,,,114,38,0,8,7,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1277","TID_HARBOR_TASK","Socks",6,,,,,95,32,0,20,7,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1278","TID_HARBOR_TASK","Socks",6,,,,,95,32,0,20,7,"Tech","Basic","SizeSmall","Clothes","NotConstruction"
"Task1279","TID_HARBOR_TASK","Socks",7,,,,,111,37,0,20,7,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1280","TID_HARBOR_TASK","Socks",7,,,,,111,37,0,20,7,"Tech","Basic","SizeBig","Clothes","NotConstruction"
"Task1281","TID_HARBOR_TASK","Figurine",16,,,,,92,31,0,20,7,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1282","TID_HARBOR_TASK","Figurine",17,,,,,98,33,0,20,7,"Tech","Basic","SizeSmall","Crafts","NotConstruction"
"Task1283","TID_HARBOR_TASK","Figurine",19,,,,,109,36,0,20,7,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1284","TID_HARBOR_TASK","Figurine",20,,,,,115,38,0,20,7,"Tech","Basic","SizeBig","Crafts","NotConstruction"
"Task1285","TID_HARBOR_TASK","Bread",9,,,,,91,30,0,20,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1286","TID_HARBOR_TASK","Bread",10,,,,,101,34,0,20,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1287","TID_HARBOR_TASK","Bread",11,,,,,111,37,0,20,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1288","TID_HARBOR_TASK","Bread",11,,,,,111,37,0,20,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1289","TID_HARBOR_TASK","Wheat",24,,,,,95,32,0,8,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1290","TID_HARBOR_TASK","Wheat",25,,,,,99,33,0,8,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1291","TID_HARBOR_TASK","Wheat",27,,,,,107,36,0,8,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1292","TID_HARBOR_TASK","Wheat",29,,,,,115,38,0,8,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1293","TID_HARBOR_TASK","BerryPie",3,,,,,89,30,0,20,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1294","TID_HARBOR_TASK","BerryPie",3,,,,,89,30,0,20,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1295","TID_HARBOR_TASK","BerryPie",4,,,,,119,40,0,20,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1296","TID_HARBOR_TASK","BerryPie",4,,,,,119,40,0,20,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1297","TID_HARBOR_TASK","Flour",17,,,,,96,32,0,20,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1298","TID_HARBOR_TASK","Flour",18,,,,,101,34,0,20,7,"Tech","Basic","SizeSmall","Food","NotConstruction"
"Task1299","TID_HARBOR_TASK","Flour",19,,,,,107,36,0,20,7,"Tech","Basic","SizeBig","Food","NotConstruction"
"Task1300","TID_HARBOR_TASK","Flour",20,,,,,112,37,0,20,7,"Tech","Basic","SizeBig","Food","NotConstruction"
