"ResourceCount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30"
193000,12000,12000,12000,11900,11900,11900,7900,7200,6600,6200,5800,5500,5200,5000,4800,4600,4500,4500,4500,4500,4500,4500,4500,4500,4500,4400,4400,4400,4400,4400
194000,12000,12000,12000,12000,12000,12000,7900,7200,6700,6200,5800,5500,5300,5000,4800,4600,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500
195000,12100,12100,12100,12100,12000,12000,8000,7300,6700,6200,5900,5600,5300,5100,4800,4700,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500
196000,12200,12200,12200,12200,12100,12100,8100,7300,6800,6300,5900,5600,5300,5100,4900,4700,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500
197000,12300,12200,12200,12200,12200,12200,8100,7400,6800,6300,5900,5600,5300,5100,4900,4700,4600,4600,4600,4600,4600,4600,4500,4500,4500,4500,4500,4500,4500,4500
198000,12300,12300,12200,12200,12200,12200,8100,7400,6800,6300,5900,5600,5400,5100,4900,4700,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600
199000,12300,12300,12300,12300,12300,12300,8200,7400,6800,6400,6000,5700,5400,5200,4900,4800,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600
200000,12500,12400,12400,12400,12400,12400,8200,7500,6900,6400,6000,5700,5400,5200,5000,4800,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600
201000,12500,12500,12500,12500,12400,12400,8300,7500,6900,6500,6100,5700,5500,5200,5000,4800,4700,4700,4700,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600
202000,12500,12500,12500,12500,12400,12400,8300,7500,6900,6500,6100,5700,5500,5200,5000,4800,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4600
203000,12600,12600,12600,12500,12500,12500,8300,7500,7000,6500,6100,5800,5500,5300,5000,4900,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700
204000,12700,12700,12700,12600,12600,12600,8400,7600,7000,6500,6200,5800,5500,5300,5100,4900,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700
205000,12800,12800,12700,12700,12700,12700,8400,7700,7100,6600,6200,5900,5600,5300,5100,4900,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700
206000,12800,12800,12700,12700,12700,12700,8400,7700,7100,6600,6200,5900,5600,5300,5100,4900,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4700,4700,4700,4700
207000,12800,12800,12800,12800,12800,12800,8500,7700,7100,6600,6200,5900,5600,5400,5100,4900,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800
208000,12900,12900,12900,12900,12900,12800,8500,7800,7100,6700,6300,5900,5600,5400,5200,5000,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800
209000,13000,13000,13000,13000,13000,12900,8600,7800,7200,6700,6300,6000,5700,5400,5200,5000,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800
210000,13100,13100,13000,13000,13000,13000,8600,7800,7200,6700,6300,6000,5700,5400,5200,5000,4900,4900,4900,4900,4900,4900,4900,4800,4800,4800,4800,4800,4800,4800
211000,13100,13100,13100,13000,13000,13000,8600,7900,7200,6700,6300,6000,5700,5500,5200,5000,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900
212000,13200,13100,13100,13100,13100,13100,8700,7900,7300,6800,6400,6000,5700,5500,5300,5100,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900
213000,13300,13200,13200,13200,13200,13200,8800,8000,7300,6800,6400,6100,5800,5500,5300,5100,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900
214000,13300,13300,13300,13200,13200,13200,8800,8000,7400,6900,6500,6100,5800,5600,5300,5100,5000,5000,5000,5000,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900
215000,13300,13300,13300,13200,13200,13200,8800,8000,7400,6900,6500,6100,5800,5600,5300,5100,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
216000,13400,13400,13400,13300,13300,13300,8900,8000,7400,6900,6500,6100,5900,5600,5400,5200,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
217000,13500,13500,13500,13400,13400,13400,8900,8100,7500,7000,6500,6200,5900,5600,5400,5200,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
218000,13600,13600,13500,13500,13500,13500,9000,8200,7500,7000,6600,6200,5900,5700,5400,5200,5100,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
219000,13600,13600,13500,13500,13500,13500,9000,8200,7500,7000,6600,6200,5900,5700,5400,5200,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5000,5000,5000
220000,13600,13600,13600,13600,13600,13500,9000,8200,7500,7000,6600,6300,6000,5700,5500,5300,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100
221000,13700,13700,13700,13700,13700,13600,9100,8200,7600,7100,6700,6300,6000,5700,5500,5300,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100
222000,13800,13800,13800,13800,13800,13700,9100,8300,7700,7100,6700,6400,6000,5800,5500,5300,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100
223000,13800,13800,13800,13800,13800,13800,9100,8300,7700,7100,6700,6400,6100,5800,5500,5300,5200,5200,5200,5200,5200,5200,5200,5200,5100,5100,5100,5100,5100,5100
224000,13800,13800,13800,13800,13800,13800,9200,8300,7700,7200,6700,6400,6100,5800,5600,5400,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
225000,14000,14000,13900,13900,13900,13900,9200,8400,7700,7200,6800,6400,6100,5800,5600,5400,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
226000,14100,14000,14000,14000,14000,14000,9300,8400,7800,7300,6800,6500,6100,5900,5600,5400,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
227000,14100,14100,14100,14000,14000,14000,9300,8500,7800,7300,6800,6500,6200,5900,5700,5400,5300,5300,5300,5300,5300,5200,5200,5200,5200,5200,5200,5200,5200,5200
228000,14100,14100,14100,14100,14000,14000,9300,8500,7800,7300,6800,6500,6200,5900,5700,5400,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300
229000,14200,14200,14200,14200,14100,14100,9400,8500,7900,7300,6900,6500,6200,5900,5700,5500,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300
230000,14300,14300,14300,14200,14200,14200,9400,8600,7900,7400,6900,6600,6300,6000,5700,5500,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300
231000,14400,14300,14300,14300,14300,14300,9500,8600,8000,7400,7000,6600,6300,6000,5800,5500,5400,5400,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300
232000,14400,14300,14300,14300,14300,14300,9500,8600,8000,7400,7000,6600,6300,6000,5800,5500,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5300,5300
233000,14400,14400,14400,14400,14400,14400,9500,8700,8000,7500,7000,6600,6300,6000,5800,5600,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400
234000,14500,14500,14500,14500,14500,14400,9600,8700,8000,7500,7100,6700,6400,6100,5800,5600,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400
235000,14600,14600,14600,14600,14500,14500,9700,8800,8100,7600,7100,6700,6400,6100,5900,5600,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400
236000,14600,14600,14600,14600,14600,14500,9700,8800,8100,7600,7100,6700,6400,6100,5900,5600,5500,5500,5500,5500,5500,5500,5500,5500,5500,5400,5400,5400,5400,5400
237000,14700,14700,14700,14600,14600,14600,9700,8800,8100,7600,7100,6700,6400,6100,5900,5700,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
238000,14700,14700,14700,14700,14700,14700,9800,8900,8200,7600,7200,6800,6500,6200,5900,5700,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
239000,14900,14900,14800,14800,14800,14800,9800,8900,8200,7700,7200,6800,6500,6200,6000,5700,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
240000,14900,14900,14900,14800,14800,14800,9900,8900,8300,7700,7200,6800,6500,6200,6000,5800,5600,5600,5600,5600,5600,5600,5500,5500,5500,5500,5500,5500,5500,5500
241000,14900,14900,14900,14800,14800,14800,9900,9000,8300,7700,7200,6900,6500,6200,6000,5800,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
242000,15000,15000,15000,15000,14900,14900,9900,9000,8300,7700,7300,6900,6600,6300,6000,5800,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
243000,15100,15100,15100,15000,15000,15000,10000,9100,8400,7800,7300,6900,6600,6300,6100,5800,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
244000,15200,15100,15100,15100,15100,15100,10000,9100,8400,7800,7400,7000,6600,6300,6100,5900,5700,5700,5700,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
245000,15200,15100,15100,15100,15100,15100,10000,9100,8400,7800,7400,7000,6600,6300,6100,5900,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5600
246000,15200,15200,15200,15200,15200,15100,10100,9200,8400,7900,7400,7000,6700,6400,6100,5900,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700
247000,15300,15300,15300,15300,15300,15300,10100,9200,8500,7900,7400,7100,6700,6400,6200,5900,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700
248000,15400,15400,15400,15400,15300,15300,10200,9300,8500,8000,7500,7100,6700,6500,6200,6000,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700
249000,15400,15400,15400,15400,15300,15300,10200,9300,8500,8000,7500,7100,6700,6500,6200,6000,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5700,5700,5700,5700
250000,15500,15500,15400,15400,15400,15400,10200,9300,8600,8000,7500,7100,6800,6500,6200,6000,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
251000,15600,15500,15500,15500,15500,15500,10300,9400,8600,8000,7600,7200,6800,6500,6300,6000,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
252000,15600,15600,15600,15600,15600,15600,10300,9400,8700,8100,7600,7200,6900,6600,6300,6100,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
253000,15700,15700,15600,15600,15600,15600,10400,9400,8700,8100,7600,7200,6900,6600,6300,6100,5900,5900,5900,5900,5900,5900,5900,5800,5800,5800,5800,5800,5800,5800
254000,15700,15700,15700,15700,15700,15600,10400,9400,8700,8100,7600,7200,6900,6600,6300,6100,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900
255000,15800,15800,15800,15700,15700,15700,10500,9500,8800,8200,7700,7300,6900,6600,6300,6100,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900
256000,15900,15900,15900,15800,15800,15800,10500,9600,8800,8200,7700,7300,7000,6700,6400,6100,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900
257000,15900,15900,15900,15900,15900,15900,10600,9600,8800,8200,7800,7300,7000,6700,6400,6200,6000,6000,6000,6000,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900
258000,15900,15900,15900,15900,15900,15900,10600,9600,8800,8200,7800,7300,7000,6700,6400,6200,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
259000,16100,16000,16000,16000,16000,16000,10600,9600,8900,8300,7800,7400,7000,6700,6400,6200,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
260000,16100,16100,16100,16100,16100,16100,10700,9700,8900,8300,7800,7400,7100,6800,6500,6200,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
261000,16200,16200,16200,16200,16100,16100,10700,9700,9000,8400,7900,7500,7100,6800,6500,6300,6100,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
262000,16200,16200,16200,16200,16100,16100,10700,9700,9000,8400,7900,7500,7100,6800,6500,6300,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6000,6000,6000
263000,16300,16300,16300,16200,16200,16200,10800,9800,9000,8400,7900,7500,7100,6800,6500,6300,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100
264000,16400,16300,16300,16300,16300,16300,10800,9800,9100,8500,8000,7500,7200,6900,6600,6300,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100
265000,16500,16400,16400,16400,16400,16400,10900,9900,9100,8500,8000,7600,7200,6900,6600,6400,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100
266000,16500,16500,16500,16400,16400,16400,10900,9900,9100,8500,8000,7600,7200,6900,6600,6400,6200,6200,6200,6200,6200,6200,6200,6200,6100,6100,6100,6100,6100,6100
267000,16500,16500,16500,16500,16500,16500,10900,9900,9200,8500,8000,7600,7200,6900,6600,6400,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200
268000,16600,16600,16600,16500,16500,16500,11000,10000,9200,8600,8100,7600,7300,7000,6700,6400,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200
269000,16700,16700,16700,16600,16600,16600,11100,10000,9300,8600,8100,7700,7300,7000,6700,6500,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200
270000,16700,16700,16700,16700,16700,16700,11100,10100,9300,8700,8100,7700,7300,7000,6700,6500,6300,6300,6300,6300,6300,6200,6200,6200,6200,6200,6200,6200,6200,6200
271000,16700,16700,16700,16700,16700,16700,11100,10100,9300,8700,8200,7700,7300,7000,6700,6500,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300
272000,16800,16800,16800,16800,16800,16800,11100,10100,9300,8700,8200,7800,7400,7100,6800,6500,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300
273000,16900,16900,16900,16900,16900,16800,11200,10200,9400,8800,8200,7800,7400,7100,6800,6600,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300
274000,17000,17000,17000,17000,16900,16900,11300,10200,9400,8800,8300,7800,7500,7100,6800,6600,6400,6400,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300
275000,17000,17000,17000,17000,16900,16900,11300,10200,9400,8800,8300,7800,7500,7100,6800,6600,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6300,6300
276000,17100,17000,17000,17000,17000,17000,11300,10300,9500,8800,8300,7900,7500,7200,6900,6600,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400
277000,17200,17200,17100,17100,17100,17100,11400,10300,9500,8900,8400,7900,7500,7200,6900,6600,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400
278000,17300,17200,17200,17200,17200,17200,11400,10400,9600,8900,8400,8000,7600,7200,6900,6700,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400
279000,17300,17300,17200,17200,17200,17200,11400,10400,9600,8900,8400,8000,7600,7200,6900,6700,6500,6500,6500,6500,6500,6500,6500,6500,6500,6400,6400,6400,6400,6400
280000,17300,17300,17300,17200,17200,17200,11500,10400,9600,9000,8400,8000,7600,7300,7000,6700,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500
281000,17400,17400,17400,17400,17300,17300,11500,10500,9700,9000,8500,8000,7600,7300,7000,6700,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500
282000,17500,17500,17500,17400,17400,17400,11600,10500,9700,9100,8500,8100,7700,7300,7000,6800,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500
283000,17500,17500,17500,17500,17500,17500,11600,10500,9700,9100,8500,8100,7700,7300,7100,6800,6600,6600,6600,6600,6600,6600,6500,6500,6500,6500,6500,6500,6500,6500
284000,17500,17500,17500,17500,17500,17500,11600,10600,9700,9100,8500,8100,7700,7400,7100,6800,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600
285000,17700,17600,17600,17600,17600,17600,11700,10600,9800,9100,8600,8100,7700,7400,7100,6800,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600
286000,17700,17700,17700,17700,17700,17700,11700,10700,9800,9200,8600,8200,7800,7400,7100,6900,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600
287000,17800,17800,17700,17700,17700,17700,11800,10700,9900,9200,8700,8200,7800,7500,7200,6900,6700,6700,6700,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600
288000,17800,17800,17700,17700,17700,17700,11800,10700,9900,9200,8700,8200,7800,7500,7200,6900,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6600
289000,17900,17900,17900,17800,17800,17800,11800,10800,9900,9300,8700,8200,7800,7500,7200,6900,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700
290000,18000,18000,17900,17900,17900,17900,11900,10800,10000,9300,8700,8300,7900,7500,7200,7000,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700
291000,18100,18000,18000,18000,18000,18000,12000,10900,10000,9300,8800,8300,7900,7600,7300,7000,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700
292000,18100,18000,18000,18000,18000,18000,12000,10900,10000,9300,8800,8300,7900,7600,7300,7000,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6700,6700,6700,6700
293000,18100,18100,18100,18100,18000,18000,12000,10900,10100,9400,8800,8400,7900,7600,7300,7000,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800
294000,18200,18200,18200,18100,18100,18100,12100,11000,10100,9400,8900,8400,8000,7600,7300,7100,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800
295000,18300,18300,18300,18200,18200,18200,12100,11000,10200,9500,8900,8400,8000,7700,7400,7100,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800
296000,18300,18300,18300,18300,18300,18300,12100,11000,10200,9500,8900,8400,8000,7700,7400,7100,6900,6900,6900,6900,6900,6900,6900,6800,6800,6800,6800,6800,6800,6800
297000,18300,18300,18300,18300,18300,18300,12200,11000,10200,9500,8900,8500,8100,7700,7400,7100,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900
298000,18500,18400,18400,18400,18400,18400,12200,11100,10200,9600,9000,8500,8100,7700,7400,7100,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900
299000,18500,18500,18500,18500,18500,18400,12300,11200,10300,9600,9000,8500,8100,7800,7500,7200,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900
300000,18600,18600,18600,18500,18500,18500,12300,11200,10300,9600,9000,8600,8200,7800,7500,7200,7000,7000,7000,7000,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900
